状态,文件路径,分类目录,功能/玩法分类,所属模块,备注,需要主团队评估
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/include/tdr/tdr_metalib_kernel.h,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/include/tdr/tdr_metalib_manage.h,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/include/tdr/tdr_metalib_to_hpp.h,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/include/tdr/tdr_net.h,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/include/tdr/tdr_net_tlv.h,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/include/tdr/tdr_operate_data.h,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/include/tdr/tdr_sql.h,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/include/tdr/tdr_types.h,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/include/tdr/tdrlua.h,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/include/tdr_cpp_comm/README.txt,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/include/tdr_cpp_comm/SUGGESTIONS.txt,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/include/tdr_cpp_comm/TdrBuf.h,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/include/tdr_cpp_comm/TdrBufUtil.h,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/include/tdr_cpp_comm/TdrError.h,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/include/tdr_cpp_comm/TdrIO.h,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/include/tdr_cpp_comm/TdrObject.h,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/include/tdr_cpp_comm/TdrPal.h,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/include/tdr_cpp_comm/TdrParse.h,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/include/tdr_cpp_comm/TdrService.h,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/include/tdr_cpp_comm/TdrTLV.h,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/include/tdr_cpp_comm/TdrTLogUtil.h,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/include/tdr_cpp_comm/TdrTime.h,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/include/tdr_cpp_comm/TdrTypeUtil.h,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/include/tdr_cpp_comm/TdrXml.h,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/include/tdr_cpp_comm/rapidxml/rapidxml.hpp,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/include/tdr_cpp_comm/rapidxml/rapidxml_iterators.hpp,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/include/tdr_cpp_comm/rapidxml/rapidxml_print.hpp,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/include/tdr_cpp_comm/rapidxml/rapidxml_utils.hpp,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/include/tlog/tlog.h,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/include/tlog/tlog_bill.h,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/include/tlog/tlog_category.h,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/include/tlog/tlog_event.h,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/include/tlog/tlog_loc_info.h,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/include/tlog/tlog_priority_def.h,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/include/tlog/tlogerr.h,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/include/tlog/tlogio.h,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/include/tlog/tlognet.h,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/include/tlog/tlognetdef.h,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/include/tloghelp/tlogload.h,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/include/tmng/tmetabase.h,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/include/tmng/tmib.h,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/include/tmng/tmng.h,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/include/tmng/tsm_error.h,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/include/tmng/tsm_tdr.h,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/include/tmng/tsm_uri.h,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/include/tsec/md5.h,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/include/tsec/oi_tea.h,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/include/tsec/taes.h,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/include/tsec/tsec.h,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/lib/libcomm.a,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/lib/liblinenoise.a,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/lib/libmonitor_plus_api.a,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/lib/libncurses.a,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/lib/libpal.a,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/lib/libtaa.a,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/lib/libtapp++.a,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/lib/libtapp.a,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/lib/libtbus.a,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/lib/libtbus_r.a,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/lib/libtbus_zk.a,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/lib/libtdr.a,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/lib/libtdr_comm.a,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/lib/libtdr_dbms_xml.a,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/lib/libtdr_xml.a,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/lib/libtlog.a,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/lib/libtloghelp.a,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/lib/libtmng.a,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/lib/libtrapidxml.a,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/lib/libtsec.a,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/lib/libtsf4g++.a,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/lib/libtsf4g.a,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/lib/libtsf4g_r++.a,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/lib/libtsf4g_r.a,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/lib/libtsf4g_r.so.2.7.54,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/lib/libtsf4g_zk++.a,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/lib/libtsf4g_zk.a,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/lib/libzookeeper_mt.a,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/lib/libzookeeper_st.a,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Only A,run/tools/starp_world_db_clone/thirdparty/tsf4g/x86_64/version.txt,run/tools/starp_world_db_clone,starp_world_db_clone,,,
Both,run/tools/tcaplus/get_replace/go.mod,run/tools/tcaplus/get_replace,tcaplus/get_replace,,,
Both,run/tools/tcaplus/get_replace/go.sum,run/tools/tcaplus/get_replace,tcaplus/get_replace,,,
Both,run/ugcsvr/conf/realtime_config.properties.tmpl,run/ugcsvr,ugcsvr,,,
Only A,run/update_ds.sh,UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/CMakeLists.txt,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/Dockerfile,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/README.md,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/bin/collectagentsvr/config.yml,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/bin/collectsvr/config.yml,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/bin/collectsvr/run.sh,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/bin/collectsvr/runForDebug.sh,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/bin/tcaplusso/config.yaml,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/bin/tcaplusso/dbfile.xml,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/bin/tcaplusso/excel/.gitkeep,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/bin/tcaplusso/test.sh,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/bin/tcaplusso/vmtouch,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/build.sh,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/cfg/agent_controller_cfg.yml,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/make_docker.sh,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/pack.sh,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/protocol/cs_protocol/cs_proto_para.xml,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/protocol/ds_protocol/ds_proto_para.xml,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/collectagentsvr/CMakeLists.txt,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/collectagentsvr/config.yml,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/collectagentsvr/go.mod,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/collectagentsvr/go.sum,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/collectagentsvr/main.go,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/collectagentsvr/monitor_agent/monitor_agent.go,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/collectagentsvr/monitor_agent/procfs.go,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/collectsvr/CMakeLists.txt,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/collectsvr/README.md,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/collectsvr/clickhouse_exporter/clickhouse_exporter.go,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/collectsvr/collectagent_controller/collectagent_controller.go,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/collectsvr/data_processor/TPNSmsg.proto,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/collectsvr/data_processor/client_json.go,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/collectsvr/data_processor/common.go,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/collectsvr/data_processor/csdsmsg.go,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/collectsvr/data_processor/data_processor.go,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/collectsvr/data_processor/pb/TPNSmsg.pb.go,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/collectsvr/data_processor/pb/proc_stat.pb.go,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/collectsvr/data_processor/proc_stat.proto,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/collectsvr/go.mod,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/collectsvr/go.sum,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/collectsvr/http_receiver/http_receiver.go,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/collectsvr/kafka_receiver/kafka_receiver.go,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/collectsvr/main.go,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/collectsvr/prometheus_exporter/prometheus_exporter.go,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/collectsvr/tlogd_exporter/tlogd_exporter.go,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/collectsvr/udp_receiver/udp_receiver.go,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/bin2ascii.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/blocking_fixed_thread_pool.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/any.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/any.pb.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/any.proto,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/api.pb.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/api.proto,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/arena.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/arena_impl.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/arenastring.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/compiler/code_generator.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/compiler/command_line_interface.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/compiler/cpp/cpp_generator.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/compiler/csharp/csharp_generator.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/compiler/csharp/csharp_names.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/compiler/importer.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/compiler/java/java_generator.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/compiler/java/java_names.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/compiler/javanano/javanano_generator.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/compiler/js/js_generator.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/compiler/js/well_known_types_embed.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/compiler/objectivec/objectivec_generator.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/compiler/objectivec/objectivec_helpers.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/compiler/parser.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/compiler/php/php_generator.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/compiler/plugin.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/compiler/plugin.pb.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/compiler/plugin.proto,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/compiler/python/python_generator.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/compiler/ruby/ruby_generator.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/descriptor.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/descriptor.pb.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/descriptor.proto,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/descriptor_database.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/duration.pb.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/duration.proto,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/dynamic_message.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/empty.pb.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/empty.proto,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/extension_set.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/field_mask.pb.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/field_mask.proto,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/generated_enum_reflection.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/generated_enum_util.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/generated_message_reflection.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/generated_message_table_driven.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/generated_message_util.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/has_bits.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/implicit_weak_message.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/inlined_string_field.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/io/coded_stream.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/io/gzip_stream.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/io/printer.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/io/strtod.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/io/tokenizer.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/io/zero_copy_stream.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/io/zero_copy_stream_impl.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/io/zero_copy_stream_impl_lite.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/map.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/map_entry.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/map_entry_lite.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/map_field.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/map_field_inl.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/map_field_lite.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/map_type_handler.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/message.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/message_lite.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/metadata.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/metadata_lite.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/reflection.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/reflection_ops.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/repeated_field.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/service.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/source_context.pb.h,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/source_context.proto,tools/j6_data_tools/UnMatched,UnMatched,,,
Only A,tools/j6_data_tools/src/libs/google/protobuf/struct.pb.h,tools/j6_data_tools/UnMatched,UnMatched,,,
